Vertical|Site|Pub Date|Title|Author|Content Type|Content Source|Cost|Effort|Total Cost|30 Day Views|60 Day Views|90 Day Views|120 Day Views|150 Day Views|180 Day Views|210 Day Views|240 Day Views|270 Day Views|Lifetime Views|Article Age
Networking|Enterprise Networking Planet|2010-10-18|Ruckus Rolls Out 3G Relieving Wi-Fi Products|Lisa Phifer|News|Repurp|0.0|0.25|10.0|18|1|2|1|0|0|0|0|0|22.0|141
Networking|Enterprise Networking Planet|2010-10-15|Ease 802.1X Deployments With the SU1X  Configuration Tool|Eric Geier|Tutorial/Howto|Freelance|350.0|0.1|354.0|247|45|16|22|0|0|0|0|0|330.0|144
Networking|Enterprise Networking Planet|2010-10-14|Blade Network Technologies Supporting 40 GbE Switches|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|238|33|22|21|0|0|0|0|0|314.0|145
Networking|Enterprise Networking Planet|2010-10-14|Buffer Overflows 101: What Are They, How Do You Stop Them?|Paul Rubens|Tutorial/Howto|Freelance|425.0|1.0|465.0|347|105|45|48|0|0|0|0|0|545.0|145
Networking|Enterprise Networking Planet|2010-10-12|SaaS Service Tracks Web Apps From the Data Center to the End User|David Needle|News|InternetNews|0.0|0.25|10.0|152|6|3|2|0|0|0|0|0|163.0|147
Networking|Enterprise Networking Planet|2010-10-12|Alcatel-Lucent Adopts Linux, Adds Carrier Features for New Enterprise Switch|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|1117|47|25|26|0|0|0|0|0|1215.0|147
Networking|Enterprise Networking Planet|2010-10-11|GroundWork Open Source Improves Network Monitoring|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|432|53|44|35|0|0|0|0|0|564.0|148
Networking|Enterprise Networking Planet|2010-10-08|What Do Broadcom Drivers Mean for Linux Uptake?|Brian Proffitt|Trends|Freelance|400.0|1.0|440.0|3186|129|79|51|43|0|0|0|0|3488.0|151
Networking|Enterprise Networking Planet|2010-10-06|Energy Efficient Ethernet Now an IEEE Standard|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|534|31|56|25|22|0|0|0|0|668.0|153
Networking|Enterprise Networking Planet|2010-10-05|Cisco Ramps Up Borderless Networking|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|437|40|13|10|10|0|0|0|0|510.0|154
Networking|Enterprise Networking Planet|2010-10-05|HP Debuts Branch Office Networking Suite|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|251|16|13|1|3|0|0|0|0|284.0|154
Networking|Enterprise Networking Planet|2010-10-04|Cisco's Virtual Switches Gain User Acceptance With Cloud Move|Drew Robb|News|InternetNews|300.0|1.0|340.0|492|174|23|25|33|0|0|0|0|747.0|155
Networking|Enterprise Networking Planet|2010-10-01|How Do You Maximize Profits With Cloud Solutions?|Jabez Gan|Trends|Freelance|350.0|1.5|410.0|105|65|19|10|9|0|0|0|0|208.0|158
Networking|Enterprise Networking Planet|2010-11-30|Comcast-Level 3 Net Neutrality Dispute Escalates|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|779|13|5|0|0|0|0|0|0|797.0|98
Networking|Enterprise Networking Planet|2010-11-24|Which Cloud Solutions Integrate Best? Google or Microsoft?|Jabez Gan|Trends|Freelance|350.0|1.0|390.0|519|51|109|0|0|0|0|0|0|679.0|104
Networking|Enterprise Networking Planet|2010-11-23|Verizon Pitches Rewrite of Telecom Law|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|260|5|0|0|0|0|0|0|0|265.0|105
Networking|Enterprise Networking Planet|2010-11-23|Registry/Registrar Separation Coming to an End?|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|120|7|7|0|0|0|0|0|0|134.0|105
Networking|Enterprise Networking Planet|2010-11-22|VMware Offers Virtual Data Center with vCloud Director|Drew Robb|Trends|Freelance|300.0|1.0|340.0|292|49|35|0|0|0|0|0|0|376.0|106
Networking|Enterprise Networking Planet|2010-11-19|Seven Security Policies for the IPv6 Network of the Future|Paul Rubens|Tutorial/Howto|Freelance|425.0|1.0|465.0|2749|158|352|0|0|0|0|0|0|3259.0|109
Networking|Enterprise Networking Planet|2010-11-18|Monitor Linux Network Interfaces With vnStat|Brian Proffitt|Tutorial/Howto|Freelance|400.0|1.0|440.0|2027|330|245|0|0|0|0|0|0|2602.0|110
Networking|Enterprise Networking Planet|2010-11-16|Brocade VDX Builds out Ethernet Fabric|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|207|45|47|0|0|0|0|0|0|299.0|112
Networking|Enterprise Networking Planet|2010-11-15|Commerce Dept. Outlines Spectrum Overhaul Plans|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|129|2|4|0|0|0|0|0|0|135.0|113
Networking|Enterprise Networking Planet|2010-11-15|Comcast Renews Calls for Net Neutrality Self-Regulation|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|422|50|26|0|0|0|0|0|0|498.0|113
Networking|Enterprise Networking Planet|2010-11-15|Juniper Expands Core Routing Power with T4000|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|440|58|75|0|0|0|0|0|0|573.0|113
Networking|Enterprise Networking Planet|2010-11-12|Internet2 Accelerates to 100 Gigabit|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|1480|37|34|0|0|0|0|0|0|1551.0|116
Networking|Enterprise Networking Planet|2010-11-10|Riverbed Whitewater Expands Cloud Acceleration and Storage|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|397|85|47|0|0|0|0|0|0|529.0|118
Networking|Enterprise Networking Planet|2010-11-09|Wireshark's  a Killer App for Packet Hunting|Brian Proffitt|Tutorial/Howto|Freelance|400.0|1.0|440.0|301|84|76|0|0|0|0|0|0|461.0|119
Networking|Enterprise Networking Planet|2010-11-09|Cisco Looking for a Good Start to 2011|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|740|93|41|0|0|0|0|0|0|874.0|119
Networking|Enterprise Networking Planet|2010-11-08|Choosing the Right Cloud Computing Provider  (Premium eBook)|Enterprise Networking Planet Staff|Trends|Editor-Written|0.0|0.25|10.0|57|63|21|0|0|0|0|0|0|141.0|120
Networking|Enterprise Networking Planet|2010-11-08|U.S. Broadband Gap Isn't Color Blind|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|180|5|9|0|0|0|0|0|0|194.0|120
Networking|Enterprise Networking Planet|2010-11-05|Broadcom Rolls New Silicon for 100 Terabits per Second Switching|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|193|10|14|6|0|0|0|0|0|223.0|123
Networking|Enterprise Networking Planet|2010-11-04|Certifications: How One Networking Trainer is Making the Most of His||Trends|Repurp|0.0|0.25|10.0|319|29|24|2|0|0|0|0|0|374.0|124
Networking|Enterprise Networking Planet|2010-11-03|Manage Network Tasks From the Windows Command Prompt|Eric Geier|Tutorial/Howto|Freelance|350.0|1.0|390.0|506|66|63|81|0|0|0|0|0|716.0|125
Networking|Enterprise Networking Planet|2010-11-01|Understanding (and Stopping) Cross-Site Scripting Vulnerabilities|Paul Rubens|Tutorial/Howto|Freelance|425.0|1.0|465.0|476|87|60|50|0|0|0|0|0|673.0|127
Networking|Enterprise Networking Planet|2010-12-29|2010: The IT Security Year in Review|Larry Barrett|Trends|Repurp|0.0|0.25|10.0|112|15|0|0|0|0|0|0|0|127.0|69
Networking|Enterprise Networking Planet|2010-12-28|2010: The Enterprise Wi-Fi Year in Review|Lisa Phifer|Trends|Repurp|0.0|0.25|10.0|96|10|0|0|0|0|0|0|0|106.0|70
Networking|Enterprise Networking Planet|2010-12-22|2010: The Networking Year in Review|Sean Michael Kerner|Trends|InternetNews|0.0|0.25|10.0|1025|46|0|0|0|0|0|0|0|1071.0|76
Networking|Enterprise Networking Planet|2010-12-17|GOP Opposition to FCC Net Neutrality Plan Mounts|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|1316|27|0|0|0|0|0|0|0|1343.0|81
Networking|Enterprise Networking Planet|2010-12-16|Seven Free or Low-Cost RADIUS Servers for Your Enterprise Network|Jabez Gan|Top 10|Freelance|350.0|1.5|410.0|2563|181|0|0|0|0|0|0|0|2744.0|82
Networking|Enterprise Networking Planet|2010-12-14|Predictive Analytics Make Their Way to Enterprise Networks|Drew Robb|Trends|Freelance|300.0|1.0|340.0|313|86|0|0|0|0|0|0|0|399.0|84
Networking|Enterprise Networking Planet|2010-12-13|ICANN Delays .XXX and gTLDs|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|1229|195|0|0|0|0|0|0|0|1424.0|85
Networking|Enterprise Networking Planet|2010-12-10|Make Sure Your Network Management System Is the Right Size|Drew Robb|Tutorial/Howto|Freelance|300.0|1.0|340.0|378|32|0|0|0|0|0|0|0|410.0|88
Networking|Enterprise Networking Planet|2010-12-09|Implement WPA2 Enterprise Encryption on Your WLAN|Eric Geier|Tutorial/Howto|Freelance|350.0|1.0|390.0|549|248|0|0|0|0|0|0|0|797.0|89
Networking|Enterprise Networking Planet|2010-12-08|Ekahau Comes Close With Android-Based Wireless Survey Tool|Lisa Phifer|Product Review|Repurp|0.0|0.25|10.0|132|71|0|0|0|0|0|0|0|203.0|90
Networking|Enterprise Networking Planet|2010-12-08|Watch for Authentication Bypass Vulnerabilities|Paul Rubens|Tutorial/Howto|Freelance|425.0|1.0|465.0|193|44|0|0|0|0|0|0|0|237.0|90
Networking|Enterprise Networking Planet|2010-12-08|HP Networking Deploys New Energy Efficient Ethernet Switches|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|301|40|0|0|0|0|0|0|0|341.0|90
Networking|Enterprise Networking Planet|2010-12-07|VeriSign Introduces Services to Simplify DNSSEC Deployment|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|35|3|3|0|0|0|0|0|0|41.0|91
Networking|Enterprise Networking Planet|2010-12-06|Juniper Acquires Altor Networks in $95 Million Virtualization Play|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|349|9|11|0|0|0|0|0|0|369.0|92
Networking|Enterprise Networking Planet|2010-12-03|Cisco Eats Its Own Virtual Networking Dogfood|Drew Robb|Trends|Freelance|0.0|1.0|40.0|591|76|23|0|0|0|0|0|0|690.0|95
Networking|Enterprise Networking Planet|2010-12-02|IPv4 Space Continues to Dwindle|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|778|58|21|0|0|0|0|0|0|857.0|96
Networking|Enterprise Networking Planet|2011-01-28|VeriSign Sees Growth in DNSSEC, IPv6|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|371|0|0|0|0|0|0|0|0|371.0|39
Networking|Enterprise Networking Planet|2011-01-27|DDoS Defenses Evolve Along With the Threat|Brian Proffitt|Trends|Freelance|400.0|1.0|440.0|302|0|0|0|0|0|0|0|0|302.0|40
Networking|Enterprise Networking Planet|2011-01-26|Juniper Blows Out 2010, Aims for Falcon and Stratus in 2011|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|492|0|0|0|0|0|0|0|0|492.0|41
Networking|Enterprise Networking Planet|2011-01-24|Battling Malicious Widgets for Network Security|Drew Robb|Trends|Freelance|300.0|1.0|340.0|183|0|0|0|0|0|0|0|0|183.0|43
Networking|Enterprise Networking Planet|2011-01-21|Verizon Sues to Overturn FCC Net Neutrality Order|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|427|0|0|0|0|0|0|0|0|427.0|46
Networking|Enterprise Networking Planet|2011-01-14|Five Ways to Reduce Your Vulnerability to CSRF Attacks|Paul Rubens|Tutorial/Howto|Freelance|425.0|1.0|465.0|233|0|0|0|0|0|0|0|0|233.0|53
Networking|Enterprise Networking Planet|2011-01-13|IPv6 Day is Coming (But Not Until June)|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|1041|0|0|0|0|0|0|0|0|1041.0|54
Networking|Enterprise Networking Planet|2011-01-13|Meraki Intros Subscription-Based Wired Routers|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|51|0|0|0|0|0|0|0|0|51.0|54
Networking|Enterprise Networking Planet|2011-01-10|Cisco Goes Compact With Catalyst Switches|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|605|0|0|0|0|0|0|0|0|605.0|57
Networking|Enterprise Networking Planet|2011-01-07|Troubleshooting Checklist for  802.1X on Your WLAN|Eric Geier|Tutorial/Howto|Freelance|350.0|1.0|390.0|568|0|0|0|0|0|0|0|0|568.0|60
Networking|Enterprise Networking Planet|2011-01-06|Net Neutrality Repeal Bill Drops in House|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|515|16|0|0|0|0|0|0|0|531.0|61
Networking|Enterprise Networking Planet|2011-01-06|Cisco Videoscape Platform Debuts at CES|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|627|18|0|0|0|0|0|0|0|645.0|61
Networking|Enterprise Networking Planet|2011-01-04|In Midst of Novell Merger, The Last Days of NetWare?|Brian Proffitt|Trends|Freelance|400.0|1.0|440.0|1332|213|0|0|0|0|0|0|0|1545.0|63
Networking|Wi-Fi Planet|2010-05-31|Create Your Own VPN Server with DD-WRT|Eric Geier|Tips and Tricks|Freelance|350.0|1.0|390.0|992|1044|1289|1599|1928|1915|2210|2725|3218|16920.0|281
Networking|Wi-Fi Planet|2010-05-26|Meru Expands WLAN Service Assurance Portfolio|Lisa Phifer|News|Freelance|300.0|0.5|320.0|391|110|57|29|34|18|10|6|19|674.0|286
Networking|Wi-Fi Planet|2010-05-25|Ask the Wi-Fi Guru, Episode XXVII|Aaron Weiss|Tips and Tricks|Freelance|300.0|1.0|340.0|481|209|164|95|131|85|105|79|70|1419.0|287
Networking|Wi-Fi Planet|2010-05-18|Veriwave's WaveDeploy Raises the Bar on WLAN Assessment|Lisa Phifer|Product Review|Freelance|300.0|0.5|320.0|297|105|62|24|40|20|21|40|20|629.0|294
Networking|Wi-Fi Planet|2010-05-17|Google Apologizes for Snaring Wi-Fi Data|Kenneth Corbin|News|InternetNews|0.0|0.1|4.0|159|50|8|10|12|5|39|17|0|300.0|295
Networking|Wi-Fi Planet|2010-05-14|4G On the Brink of Massive Growth|Andy Patrizio|Trends|InternetNews|0.0|0.1|4.0|483|128|34|30|48|28|40|11|1|803.0|298
Networking|Wi-Fi Planet|2010-05-11|SiBeam Introduces Wireless Video Streaming Chipset|Andy Patrizio|News|InternetNews|0.0|0.1|4.0|329|37|38|61|74|37|28|11|9|630.0|301
Networking|Wi-Fi Planet|2010-05-06|Ball State Aims to Be the Big WiMAX on Campus|Gerry Blackwell|Trends|Freelance|300.0|0.5|320.0|261|85|80|79|114|70|58|56|52|896.0|306
Networking|Wi-Fi Planet|2010-06-30|Aerohive Revamps Free Online Wi-Fi Planner|Lisa Phifer|News|Freelance|350.0|1.0|390.0|258|135|76|69|57|47|86|108|0|836.0|251
Networking|Wi-Fi Planet|2010-06-28|Ask the Wi-Fi Guru, Episode XXVIII|Aaron Weiss|Tutorial/Howto|Freelance|300.0|1.0|340.0|386|318|166|149|87|79|76|62|0|1323.0|253
Networking|Wi-Fi Planet|2010-06-25|Review: ZyXEL NWA-3166 Convertible 11n AP/Controller|Lisa Phifer|Product Review|Freelance|350.0|1.0|390.0|583|298|277|145|160|157|125|165|0|1910.0|256
Networking|Wi-Fi Planet|2010-07-29|Securing the Black Hat Wi-Fi Network With Aruba's Cloud|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|594|171|171|44|16|24|15|0|0|1035.0|222
Networking|Wi-Fi Planet|2010-07-28|Is Cisco's WPA Migration Mode Leaving Wi-Fi Users at Risk?|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|518|159|118|48|31|40|28|0|0|942.0|223
Networking|Wi-Fi Planet|2010-07-21|Ask the Wi-Fi Guru, Episode XXIX|Aaron Weiss|Tutorial/Howto|Freelance|300.0|1.0|340.0|63|209|171|80|95|74|67|0|0|759.0|230
Networking|Wi-Fi Planet|2010-07-15|Review: TRENDnet Mobile 3G Wireless N Router|Eric Geier|Product Review|Freelance|350.0|1.0|390.0|649|240|317|313|273|230|133|0|0|2155.0|236
Networking|Wi-Fi Planet|2010-07-07|Review: Pure Evoke Flow Internet Radio|Troy Dreier|Product Review|Freelance|350.0|1.0|390.0|401|223|164|78|136|102|69|54|0|1227.0|244
Networking|Wi-Fi Planet|2010-07-01|Intel Denies Any Reduction in WiMAX Commitment|Andy Patrizio|News|InternetNews|0.0|0.25|10.0|470|88|102|54|6|4|2|2|0|728.0|250
Networking|Wi-Fi Planet|2010-08-27|Review: Dropcam Echo|Troy Dreier|Product Review|Freelance|350.0|1.0|390.0|247|102|67|28|7|16|0|0|0|467.0|193
Networking|Wi-Fi Planet|2010-08-23|Secure Your Network (and Clients) Against Hole 196|Eric Geier|Tutorial/Howto|Freelance|350.0|1.0|390.0|802|332|300|148|153|103|0|0|0|1838.0|197
Networking|Wi-Fi Planet|2010-08-19|Ask the Wi-Fi Guru: Episode XXX|Aaron Weiss|Tips and Tricks|Freelance|300.0|1.0|340.0|949|602|376|252|220|236|0|0|0|2635.0|201
Networking|Wi-Fi Planet|2010-08-17|Dell Goes to Aruba for Wireless Enterprise Gear|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|412|229|73|29|15|10|0|0|0|768.0|203
Networking|Wi-Fi Planet|2010-08-03|Review: Sony Dash Personal Internet Viewer|Troy Dreier|Product Review|Freelance|350.0|1.0|390.0|314|132|158|161|103|53|56|0|0|977.0|217
Networking|Wi-Fi Planet|2010-09-27|Review: Blue Line Innovations PowerCost Monitor -- Wi-Fi Edition|Michael Hall|Product Review|Freelance|300.0|1.0|340.0|196|36|73|28|24|0|0|0|0|357.0|162
Networking|Wi-Fi Planet|2010-09-17|Review: ZyXEL Wireless N Hotspot Gateway|Eric Geier|Product Review|Freelance|350.0|1.0|390.0|431|192|135|79|83|0|0|0|0|920.0|172
Networking|Wi-Fi Planet|2010-09-09|Ask the Wi-Fi Guru: Episode XXXI|Aaron Weiss|Tutorial/Howto|Freelance|300.0|1.0|340.0|779|212|209|99|68|0|0|0|0|1367.0|180
Networking|Wi-Fi Planet|2010-10-28|Manage RADIUS for WPA-Enterprise with CIITIX and Linux|Eric Geier|Tutorial/Howto|Freelance|350.0|1.0|390.0|946|436|351|519|0|0|0|0|0|2252.0|131
Networking|Wi-Fi Planet|2010-10-28|Juniper Puts Mobile Security in Spotlight||News|Repurp|0.0|0.25|10.0|161|46|4|9|0|0|0|0|0|220.0|131
Networking|Wi-Fi Planet|2010-10-18|Relieving Overburdened 3G, Ruckus Rolls Out Smart Wi-Fi|Lisa Phifer|News|Freelance|350.0|1.0|390.0|669|57|37|25|0|0|0|0|0|788.0|141
Networking|Wi-Fi Planet|2010-10-12|Aruba Revs Its Wireless Gear with ArubaOS 6.0 release|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|406|92|42|31|0|0|0|0|0|571.0|147
Networking|Wi-Fi Planet|2010-10-08|Broadcom's On Board With Linux. Who's Next?|Brian Proffitt|Product Review|Freelance|0.0|0.25|10.0|138|118|80|81|47|0|0|0|0|464.0|151
Networking|Wi-Fi Planet|2010-10-07|Ask the Wi-Fi Guru: Episode XXXII|Aaron Weiss|Tutorial/Howto|Freelance|300.0|1.0|340.0|875|262|152|94|78|0|0|0|0|1461.0|152
Networking|Wi-Fi Planet|2010-11-29|Make Money from Wi-Fi With Three Hosted Hotspot Services|Eric Geier|Product Review|Freelance|350.0|1.0|390.0|614|94|63|0|0|0|0|0|0|771.0|99
Networking|Wi-Fi Planet|2010-11-24|Three RADIUS Solutions for Your Small Business Network||Product Review|Repurp|0.0|0.25|10.0|114|18|12|0|0|0|0|0|0|144.0|104
Networking|Wi-Fi Planet|2010-11-17|New Working Group Promotes Multimedia Grade Wi-Fi|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|767|193|35|0|0|0|0|0|0|995.0|111
Networking|Wi-Fi Planet|2010-11-16|Juniper Acquires Trapeze in Wi-Fi Play|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|611|125|37|0|0|0|0|0|0|773.0|112
Networking|Wi-Fi Planet|2010-11-10|Ask the Wi-Fi Guru: Episode XXXIII|Aaron Weiss|Tutorial/Howto|Freelance|300.0|1.0|340.0|845|268|162|0|0|0|0|0|0|1275.0|118
Networking|Wi-Fi Planet|2010-11-04|Meru AP1000i Makes Virtual Cell More Affordable||Product Review|Freelance|350.0|1.0|390.0|437|100|51|39|0|0|0|0|0|627.0|124
Networking|Wi-Fi Planet|2010-11-02|Review: Roku XDS|Troy Dreier|Product Review|Freelance|300.0|1.0|340.0|835|114|94|80|0|0|0|0|0|1123.0|126
Networking|Wi-Fi Planet|2010-12-27|17 Wi-Fi Stocking Stuffers for Your iOS Device|Eric Geier|Top 10|Freelance|350.0|1.0|390.0|931|373|0|0|0|0|0|0|0|1304.0|71
Networking|Wi-Fi Planet|2010-12-21|2010 in Wi-Fi: the Year in Review|Lisa Phifer|Trends|Freelance|300.0|1.0|340.0|2081|463|0|0|0|0|0|0|0|2544.0|77
Networking|Wi-Fi Planet|2010-12-20|Review: Bria Android Edition VoIP Client|Gerry Blackwell|Product Review|Freelance|325.0|1.0|365.0|1384|302|0|0|0|0|0|0|0|1686.0|78
Networking|Wi-Fi Planet|2010-12-15|Ask the Wi-Fi Guru, Episode XXXIV|Aaron Weiss|Tutorial/Howto|Freelance|300.0|1.0|340.0|1058|250|0|0|0|0|0|0|0|1308.0|83
Networking|Wi-Fi Planet|2010-12-07|Review: Ekahau Mobile Survey for Android|Lisa Phifer|Product Review|Freelance|350.0|1.0|390.0|728|235|168|0|0|0|0|0|0|1131.0|91
Networking|Wi-Fi Planet|2010-12-06|Review: Pogoplug Wireless Adapter|Gerry Blackwell|Product Review|Freelance|325.0|1.0|365.0|257|34|17|0|0|0|0|0|0|308.0|92
Networking|Wi-Fi Planet|2011-01-25|Review: EnGenius ERB9250 Wi-Fi Range Extender|Gerry Blackwell|Product Review|Freelance|325.0|1.0|365.0|1186|0|0|0|0|0|0|0|0|1186.0|42
Networking|Wi-Fi Planet|2011-01-19|Ask the Wi-Fi Guru, Episode XXXV|Aaron Weiss|Tutorial/Howto|Freelance|300.0|1.0|340.0|975|0|0|0|0|0|0|0|0|975.0|48
Networking|Wi-Fi Planet|2011-01-12|Five Steps to Troubleshoot Your Wi-Fi Network|Eric Geier|Tutorial/Howto|Freelance|350.0|1.0|390.0|2315|0|0|0|0|0|0|0|0|2315.0|55
Networking|Wi-Fi Planet|2011-01-06|Consumer Wi-Fi on the Rise, Spilling Into the Workplace|Lisa Phifer|Trends|Freelance|300.0|1.0|340.0|701|227|0|0|0|0|0|0|0|928.0|61
Networking|Wi-Fi Planet|2011-01-05|Qualcomm to Acquire Atheros for $3.1 Billion|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|157|39|0|0|0|0|0|0|0|196.0|62
Networking|Wi-Fi Planet|2011-01-03|Review: Cisco RV 120W Wireless-N VPN Firewall|Sean Michael Kerner|Product Review|Freelance|300.0|1.0|340.0|1297|509|0|0|0|0|0|0|0|1806.0|64
Servers|ServerWatch|2010-05-28|The ROI of That Data Center Management Job IT|No Author|News|Repurp|0.0|0.5|20.0|57|14|7|5|0|4|2|1|3|93.0|284
