ID|Vertical|Site|Pub Date|Title|Author|Editor|Content Type|Content Source|Cost|30 Day Views|30 Day BounceRate|60 Day Views|60 Day BounceRate|90 Day Views|90 Day BounceRate|Lifetime Views
48410|Networking|Enterprise Networking Planet|2010-10-19|So, Microsoft, How's Secure Windows Working Out?|Paul Rubens|Michael Hall|Opinion|Freelance|425.0|535|0.882609|48|0.833333|14|0.833333|600.0
48460|Networking|Enterprise Networking Planet|2010-10-18|Ruckus Rolls Out 3G Relieving Wi-Fi Products|Lisa Phifer|Michael Hall|News|Repurp|0.0|18|0.857143|1|1.0|2|1.0|22.0
48519|Networking|Enterprise Networking Planet|2010-10-15|Ease 802.1X Deployments With the SU1X  Configuration Tool|Eric Geier|Michael Hall|Tutorial/Howto|Freelance|350.0|247|0.721519|45|0.777778|16|0.545455|330.0
48538|Networking|Enterprise Networking Planet|2010-10-14|Blade Network Technologies Supporting 40 GbE Switches|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|238|0.841176|33|0.777778|22|0.727273|314.0
48555|Networking|Enterprise Networking Planet|2010-10-14|Buffer Overflows 101: What Are They, How Do You Stop Them?|Paul Rubens|Michael Hall|Tutorial/Howto|Freelance|425.0|347|0.844622|105|0.875|45|0.909091|545.0
48607|Networking|Enterprise Networking Planet|2010-10-12|SaaS Service Tracks Web Apps From the Data Center to the End User|David Needle|Michael Hall|News|InternetNews|0.0|152|0.875969|6|0.0|3|1.0|163.0
48617|Networking|Enterprise Networking Planet|2010-10-12|Alcatel-Lucent Adopts Linux, Adds Carrier Features for New Enterprise Switch|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|1117|0.917485|47|0.878788|25|0.809524|1215.0
48653|Networking|Enterprise Networking Planet|2010-10-11|GroundWork Open Source Improves Network Monitoring|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|432|0.848649|53|0.680851|44|0.702703|564.0
48693|Networking|Enterprise Networking Planet|2010-10-08|What Do Broadcom Drivers Mean for Linux Uptake?|Brian Proffitt|Michael Hall|Trends|Freelance|400.0|3186|0.949934|129|0.914286|79|0.885246|3445.0
48782|Networking|Enterprise Networking Planet|2010-10-06|Energy Efficient Ethernet Now an IEEE Standard|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|534|0.862302|31|0.884615|56|0.741935|646.0
48822|Networking|Enterprise Networking Planet|2010-10-05|Cisco Ramps Up Borderless Networking|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|437|0.849398|40|0.818182|13|1.0|500.0
48823|Networking|Enterprise Networking Planet|2010-10-05|HP Debuts Branch Office Networking Suite|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|251|0.878505|16|0.888889|13|0.875|281.0
48872|Networking|Enterprise Networking Planet|2010-10-04|Cisco's Virtual Switches Gain User Acceptance With Cloud Move|Drew Robb|Michael Hall|News|InternetNews|300.0|492|0.874055|174|0.797468|23|0.857143|714.0
48914|Networking|Enterprise Networking Planet|2010-10-01|How Do You Maximize Profits With Cloud Solutions?|Jabez Gan|Michael Hall|Trends|Freelance|350.0|105|0.865672|65|0.8|19|0.888889|199.0
48975|Networking|Enterprise Networking Planet|2010-11-30|Comcast-Level 3 Net Neutrality Dispute Escalates|Kenneth Corbin|Michael Hall|News|InternetNews|0.0|779|0.922401|13|0.75|792.0
49078|Networking|Enterprise Networking Planet|2010-11-24|Which Cloud Solutions Integrate Best? Google or Microsoft?|Jabez Gan|Michael Hall|Trends|Freelance|350.0|519|0.576512|51|0.636364|109|0.461538|679.0
49096|Networking|Enterprise Networking Planet|2010-11-23|Verizon Pitches Rewrite of Telecom Law|Kenneth Corbin|Michael Hall|News|InternetNews|0.0|260|0.895455|5|1.0|0|0.0|265.0
49100|Networking|Enterprise Networking Planet|2010-11-23|Registry/Registrar Separation Coming to an End?|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|120|0.865169|7|1.0|7|1.0|134.0
49129|Networking|Enterprise Networking Planet|2010-11-22|VMware Offers Virtual Data Center with vCloud Director|Drew Robb|Michael Hall|Trends|Freelance|300.0|292|0.887931|49|0.911765|35|0.969697|376.0
49167|Networking|Enterprise Networking Planet|2010-11-19|Seven Security Policies for the IPv6 Network of the Future|Paul Rubens|Michael Hall|Tutorial/Howto|Freelance|425.0|2749|0.883005|158|0.893204|352|0.789474|3259.0
49201|Networking|Enterprise Networking Planet|2010-11-18|Monitor Linux Network Interfaces With vnStat|Brian Proffitt|Michael Hall|Tutorial/Howto|Freelance|400.0|2027|0.943041|330|0.898246|245|0.877358|2602.0
49295|Networking|Enterprise Networking Planet|2010-11-16|Brocade VDX Builds out Ethernet Fabric|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|207|0.809524|45|0.914286|47|0.815789|299.0
49339|Networking|Enterprise Networking Planet|2010-11-15|Commerce Dept. Outlines Spectrum Overhaul Plans|Kenneth Corbin|Michael Hall|News|InternetNews|0.0|129|0.778947|2|0.0|4|0.0|135.0
49342|Networking|Enterprise Networking Planet|2010-11-15|Comcast Renews Calls for Net Neutrality Self-Regulation|Kenneth Corbin|Michael Hall|News|InternetNews|0.0|422|0.911528|50|0.933333|26|1.0|498.0
49343|Networking|Enterprise Networking Planet|2010-11-15|Juniper Expands Core Routing Power with T4000|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|440|0.865229|58|0.928571|75|0.854167|573.0
49384|Networking|Enterprise Networking Planet|2010-11-12|Internet2 Accelerates to 100 Gigabit|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|1480|0.900961|37|0.866667|34|0.888889|1551.0
49475|Networking|Enterprise Networking Planet|2010-11-10|Riverbed Whitewater Expands Cloud Acceleration and Storage|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|397|0.881988|85|0.907895|47|0.902439|529.0
49517|Networking|Enterprise Networking Planet|2010-11-09|Wireshark's  a Killer App for Packet Hunting|Brian Proffitt|Michael Hall|Tutorial/Howto|Freelance|400.0|301|0.804348|84|0.763158|76|0.769231|461.0
49522|Networking|Enterprise Networking Planet|2010-11-09|Cisco Looking for a Good Start to 2011|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|740|0.874233|93|0.869048|41|0.888889|874.0
49568|Networking|Enterprise Networking Planet|2010-11-08|Choosing the Right Cloud Computing Provider  (Premium eBook)|Enterprise Networking Planet Staff|Michael Hall|Trends|Editor-Written|0.0|57|0.636364|63|0.9375|21|0.75|141.0
49569|Networking|Enterprise Networking Planet|2010-11-08|U.S. Broadband Gap Isn't Color Blind|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|180|0.861111|5|1.0|9|0.714286|194.0
49623|Networking|Enterprise Networking Planet|2010-11-05|Broadcom Rolls New Silicon for 100 Terabits per Second Switching|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|193|0.841379|10|0.666667|14|0.636364|217.0
49659|Networking|Enterprise Networking Planet|2010-11-04|Certifications: How One Networking Trainer is Making the Most of His||Michael Hall|Trends|Repurp|0.0|319|0.867257|29|0.333333|24|0.625|372.0
49704|Networking|Enterprise Networking Planet|2010-11-03|Manage Network Tasks From the Windows Command Prompt|Eric Geier|Michael Hall|Tutorial/Howto|Freelance|350.0|506|0.862534|66|0.808511|63|0.974359|635.0
49790|Networking|Enterprise Networking Planet|2010-11-01|Understanding (and Stopping) Cross-Site Scripting Vulnerabilities|Paul Rubens|Michael Hall|Tutorial/Howto|Freelance|425.0|476|0.911392|87|0.863636|60|0.851064|623.0
1137|Networking|Wi-Fi Planet|2010-05-31|Create Your Own VPN Server with DD-WRT|Eric Geier|Michael Hall|Tips and Tricks|Freelance|350.0|992|0.83|1044|0.88|1289|0.84|16920.0
1277|Networking|Wi-Fi Planet|2010-05-26|Meru Expands WLAN Service Assurance Portfolio|Lisa Phifer|Michael Hall|News|Freelance|300.0|391|0.81|110|0.71|57|0.68|674.0
1328|Networking|Wi-Fi Planet|2010-05-25|Ask the Wi-Fi Guru, Episode XXVII|Aaron Weiss|Michael Hall|Tips and Tricks|Freelance|300.0|481|0.86|209|0.87|164|0.87|1419.0
1614|Networking|Wi-Fi Planet|2010-05-18|Veriwave's WaveDeploy Raises the Bar on WLAN Assessment|Lisa Phifer|Michael Hall|Product Review|Freelance|300.0|297|0.79|105|0.8|62|0.91|629.0
1632|Networking|Wi-Fi Planet|2010-05-17|Google Apologizes for Snaring Wi-Fi Data|Kenneth Corbin|Michael Hall|News|InternetNews|0.0|159|0.72|50|1.0|8|1.0|300.0
1683|Networking|Wi-Fi Planet|2010-05-14|4G On the Brink of Massive Growth|Andy Patrizio|Michael Hall|Trends|InternetNews|0.0|483|0.91|128|0.77|34|0.82|803.0
1850|Networking|Wi-Fi Planet|2010-05-11|SiBeam Introduces Wireless Video Streaming Chipset|Andy Patrizio|Michael Hall|News|InternetNews|0.0|329|0.89|37|0.96|38|0.94|624.0
2017|Networking|Wi-Fi Planet|2010-05-06|Ball State Aims to Be the Big WiMAX on Campus|Gerry Blackwell|Michael Hall|Trends|Freelance|300.0|261|0.85|85|0.73|80|0.77|855.0
2450|Networking|Wi-Fi Planet|2010-06-30|Aerohive Revamps Free Online Wi-Fi Planner|Lisa Phifer|Michael Hall|News|Freelance|350.0|258|0.91|135|0.87|76|0.83|836.0
2545|Networking|Wi-Fi Planet|2010-06-28|Ask the Wi-Fi Guru, Episode XXVIII|Aaron Weiss|Michael Hall|Tutorial/Howto|Freelance|300.0|386|0.77|318|0.65|166|0.77|1323.0
2606|Networking|Wi-Fi Planet|2010-06-25|Review: ZyXEL NWA-3166 Convertible 11n AP/Controller|Lisa Phifer|Michael Hall|Product Review|Freelance|350.0|583|0.71|298|0.71|277|0.71|1910.0
3779|Networking|Wi-Fi Planet|2010-07-29|Securing the Black Hat Wi-Fi Network With Aruba's Cloud|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|594|0.84|171|0.74|171|0.902439|1035.0
3854|Networking|Wi-Fi Planet|2010-07-28|Is Cisco's WPA Migration Mode Leaving Wi-Fi Users at Risk?|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|518|0.89|159|0.85|118|0.892857|942.0
4143|Networking|Wi-Fi Planet|2010-07-21|Ask the Wi-Fi Guru, Episode XXIX|Aaron Weiss|Michael Hall|Tutorial/Howto|Freelance|300.0|63|0.17|209|0.68|171|0.826087|759.0
4307|Networking|Wi-Fi Planet|2010-07-15|Review: TRENDnet Mobile 3G Wireless N Router|Eric Geier|Michael Hall|Product Review|Freelance|350.0|649|0.89|240|0.93|317|0.877451|2155.0
4611|Networking|Wi-Fi Planet|2010-07-07|Review: Pure Evoke Flow Internet Radio|Troy Dreier|Michael Hall|Product Review|Freelance|350.0|401|0.88|223|0.78|164|0.826087|1173.0
4752|Networking|Wi-Fi Planet|2010-07-01|Intel Denies Any Reduction in WiMAX Commitment|Andy Patrizio|Michael Hall|News|InternetNews|0.0|470|0.92|88|0.84|102|0.9|728.0
5036|Networking|Wi-Fi Planet|2010-08-27|Review: Dropcam Echo|Troy Dreier|Michael Hall|Product Review|Freelance|350.0|247|0.86|102|0.767442|67|0.85|467.0
5226|Networking|Wi-Fi Planet|2010-08-23|Secure Your Network (and Clients) Against Hole 196|Eric Geier|Michael Hall|Tutorial/Howto|Freelance|350.0|802|0.89|332|0.728395|300|0.864198|1838.0
5328|Networking|Wi-Fi Planet|2010-08-19|Ask the Wi-Fi Guru: Episode XXX|Aaron Weiss|Michael Hall|Tips and Tricks|Freelance|300.0|949|0.81|602|0.873973|376|0.847826|2635.0
5436|Networking|Wi-Fi Planet|2010-08-17|Dell Goes to Aruba for Wireless Enterprise Gear|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|412|0.9|229|0.765625|73|0.785714|768.0
5889|Networking|Wi-Fi Planet|2010-08-03|Review: Sony Dash Personal Internet Viewer|Troy Dreier|Michael Hall|Product Review|Freelance|350.0|314|0.91|132|0.84|158|0.888889|921.0
7250|Networking|Wi-Fi Planet|2010-09-27|Review: Blue Line Innovations PowerCost Monitor -- Wi-Fi Edition|Michael Hall|Michael Hall|Product Review|Freelance|300.0|196|0.930636|36|0.870968|73|0.773585|357.0
7515|Networking|Wi-Fi Planet|2010-09-17|Review: ZyXEL Wireless N Hotspot Gateway|Eric Geier|Michael Hall|Product Review|Freelance|350.0|431|0.898833|192|0.853659|135|0.794118|920.0
7775|Networking|Wi-Fi Planet|2010-09-09|Ask the Wi-Fi Guru: Episode XXXI|Aaron Weiss|Michael Hall|Tutorial/Howto|Freelance|300.0|779|0.788918|212|0.807692|209|0.75|1367.0
48102|Networking|Wi-Fi Planet|2010-10-28|Manage RADIUS for WPA-Enterprise with CIITIX and Linux|Eric Geier|Michael Hall|Tutorial/Howto|Freelance|350.0|946|0.874095|436|0.861017|351|0.832558|2252.0
48121|Networking|Wi-Fi Planet|2010-10-28|Juniper Puts Mobile Security in Spotlight||Michael Hall|News|Repurp|0.0|161|0.810811|46|1.0|4|0.5|220.0
48467|Networking|Wi-Fi Planet|2010-10-18|Relieving Overburdened 3G, Ruckus Rolls Out Smart Wi-Fi|Lisa Phifer|Michael Hall|News|Freelance|350.0|669|0.874687|57|0.884615|37|0.923077|788.0
48609|Networking|Wi-Fi Planet|2010-10-12|Aruba Revs Its Wireless Gear with ArubaOS 6.0 release|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|406|0.875556|92|0.770833|42|0.95|571.0
48689|Networking|Wi-Fi Planet|2010-10-08|Broadcom's On Board With Linux. Who's Next?|Brian Proffitt|Michael Hall|Product Review|Freelance|0.0|138|0.717949|118|0.777778|80|0.833333|417.0
48735|Networking|Wi-Fi Planet|2010-10-07|Ask the Wi-Fi Guru: Episode XXXII|Aaron Weiss|Michael Hall|Tutorial/Howto|Freelance|300.0|875|0.791878|262|0.651163|152|0.862069|1383.0
49019|Networking|Wi-Fi Planet|2010-11-29|Make Money from Wi-Fi With Three Hosted Hotspot Services|Eric Geier|Michael Hall|Product Review|Freelance|350.0|614|0.63|94|0.487179|63|0.611111|771.0
49088|Networking|Wi-Fi Planet|2010-11-24|Three RADIUS Solutions for Your Small Business Network||Michael Hall|Product Review|Repurp|0.0|114|0.833333|18|0.666667|12|0.833333|144.0
49267|Networking|Wi-Fi Planet|2010-11-17|New Working Group Promotes Multimedia Grade Wi-Fi|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|767|0.88024|193|0.78125|35|0.692308|995.0
49314|Networking|Wi-Fi Planet|2010-11-16|Juniper Acquires Trapeze in Wi-Fi Play|Sean Michael Kerner|Michael Hall|News|InternetNews|0.0|611|0.919192|125|0.878049|37|0.821429|773.0
49471|Networking|Wi-Fi Planet|2010-11-10|Ask the Wi-Fi Guru: Episode XXXIII|Aaron Weiss|Michael Hall|Tutorial/Howto|Freelance|300.0|845|0.844262|268|0.794118|162|0.810811|1275.0
49670|Networking|Wi-Fi Planet|2010-11-04|Meru AP1000i Makes Virtual Cell More Affordable||Michael Hall|Product Review|Freelance|350.0|437|0.893536|100|0.837838|51|0.935484|588.0
49745|Networking|Wi-Fi Planet|2010-11-02|Review: Roku XDS|Troy Dreier|Michael Hall|Product Review|Freelance|300.0|835|0.917317|114|0.953488|94|0.971831|1043.0
1160|Servers|ServerWatch|2010-05-28|The ROI of That Data Center Management Job IT|No Author|Amy Newman|News|Repurp|0.0|57|0.74|14|0.88|7|1.0|93.0
1212|Servers|ServerWatch|2010-05-27|IT Buying More x86 Servers, Paying Less: IDC|Andy Patrizio|Amy Newman|News|InternetNews|0.0|1218|0.84|84|0.59|53|0.56|1484.0
1214|Servers|ServerWatch|2010-05-27|Data Center Management Limbo: How Low Can You Go?|Kenneth Hess|Amy Newman|Trends|Freelance|200.0|242|0.87|25|1.0|22|0.92|316.0
1231|Servers|ServerWatch|2010-05-27|From Obsolete Servers to Private Cloud in 3 Easy Steps|Sonny Discini|Amy Newman|Trends|Freelance|275.0|1996|0.9|131|0.88|129|0.94|2663.0
1236|Servers|ServerWatch|2010-05-27|Worldwide Server Hardware Shipments Up 23 Percent: Gartner|Andy Patrizio|Amy Newman|News|InternetNews|0.0|264|0.84|156|0.9|42|0.92|626.0
1273|Servers|ServerWatch|2010-05-26|ScaleMP, Microsoft Help Bring HPC and Cloud Computing Together|Amy Newman|Amy Newman|News|Editor-Written|0.0|158|0.85|26|0.67|12|0.91|232.0
1331|Servers|ServerWatch|2010-05-25|ScaleMP Steps Up Server Virtualization  Aggregation Software|Andy Patrizio|Amy Newman|News|InternetNews|0.0|244|0.86|35|0.65|17|0.93|408.0
1336|Servers|ServerWatch|2010-05-25|Novell: This Linux OS Vendor Went to Market&#9;|Paul Rubens|Amy Newman|Trends|Freelance|325.0|2017|0.93|199|0.92|22|0.88|2323.0
1339|Servers|ServerWatch|2010-05-25|Manure-Powered Data Centers -- The Next Big Thing?|No Author|Amy Newman|Trends|Repurp|0.0|79|0.72|2|0.0|0|0.0|84.0
1379|Servers|ServerWatch|2010-05-24|Automation With Expect, an Open Source Software Utility|Juliet Kemp|Amy Newman|Product Review|Freelance|100.0|1863|0.9|319|0.89|137|0.91|3029.0
1432|Servers|ServerWatch|2010-05-21|Software Sector Sees Brighter Tomorrow|No Author|Amy Newman|Trends|Repurp|0.0|48|0.56|9|0.75|8|0.8|69.0
1465|Servers|ServerWatch|2010-05-20|EMC VPlex Buyer's Guide|Drew Robb|Amy Newman|Buyer Guide|Freelance|350.0|327|0.9|86|0.87|73|0.98|868.0
1469|Servers|ServerWatch|2010-05-20|Top 10 Enterprise Database Systems to Consider|Kenneth Hess|Amy Newman|Top 10|Freelance|250.0|2641|0.94|428|0.85|286|0.88|6764.0
1496|Servers|ServerWatch|2010-05-20|Server Virtualization Saves Big Bucks for Feds|Amy Newman|Amy Newman|Opinion|Editor-Written|0.0|510|0.9|25|1.0|28|0.5|592.0
1517|Servers|ServerWatch|2010-05-19|IBM Adds Nvidia GPUs to High-Performance Servers|Andy Patrizio|Amy Newman|News|InternetNews|0.0|552|0.9|23|0.88|10|1.0|653.0
1518|Servers|ServerWatch|2010-05-19|Novell SUSE Linux Enterprise 11 Updates Kernel, Virtualization|Sean Michael Kerner|Amy Newman|News|InternetNews|0.0|3259|0.92|269|0.9|302|0.88|5606.0
1553|Servers|ServerWatch|2010-05-19|Cisco, CA Expand UCS for Better Data Center Management|Sean Michael Kerner|Amy Newman|News|InternetNews|0.0|236|0.89|23|1.0|32|0.93|413.0
1598|Servers|ServerWatch|2010-05-18|Linux Servers to Get Kernel Refresh|Paul Rubens|Amy Newman|Opinion|Freelance|325.0|1198|0.95|23|1.0|18|1.0|1291.0
1617|Servers|ServerWatch|2010-05-18|Oracle Launches Telco-Oriented, Carrier-Grade Blade Server|Andy Patrizio|Amy Newman|News|InternetNews|0.0|359|0.93|15|0.88|14|1.0|410.0
1637|Servers|ServerWatch|2010-05-17|Behind the Green IT Curtain Lies Pollution|No Author|Amy Newman|Trends|Repurp|0.0|85|0.84|4|1.0|0|0.0|91.0
1656|Servers|ServerWatch|2010-05-17|Email PDFs From the Command Line With Open Source Software uuencode|Juliet Kemp|Amy Newman|Tips and Tricks|Freelance|100.0|1018|0.9|60|0.92|26|0.83|1226.0
1698|Servers|ServerWatch|2010-05-14|Fewer Data Center Jobs Mean Technology Delays for Enterprises|No Author|Amy Newman|Trends|Repurp|0.0|79|0.9|12|0.6|6|1.0|106.0
1738|Servers|ServerWatch|2010-05-13|Server Security: The Threat from Within|Kenneth Hess|Amy Newman|Opinion|Freelance|200.0|266|0.85|31|0.81|19|1.0|370.0
1757|Servers|ServerWatch|2010-05-13|Cloud Computing Gets Top Billing From Citrix, EMC|Amy Newman|Amy Newman|Opinion|Editor-Written|0.0|301|0.88|57|0.87|40|0.9|445.0
1820|Servers|ServerWatch|2010-05-12|Windows Server 2008 Directory Services, Group Policy Preferences -- Common Options|Marcin Policht|Amy Newman|Tutorial/Howto|Freelance|250.0|641|0.78|329|0.85|275|0.79|2438.0
1861|Servers|ServerWatch|2010-05-11|It's a Windows vs. Linux Mobile Market Turf War|Paul Rubens|Amy Newman|Opinion|Freelance|325.0|2130|0.91|56|0.92|24|0.91|2382.0
1909|Servers|ServerWatch|2010-05-10|Data Center Storage to Get Green Specification|No Author|Amy Newman|News|Repurp|0.0|108|0.82|7|1.0|13|1.0|140.0
1913|Servers|ServerWatch|2010-05-10|Still Plenty of Green in the Data Center|No Author|Amy Newman|News|Repurp|0.0|76|0.58|5|0.5|9|0.0|91.0
1917|Servers|ServerWatch|2010-05-10|One-Handed Workarounds -- The Programmers Guide to Typing With a Broken Thumb|Juliet Kemp|Amy Newman|Tips and Tricks|Freelance|100.0|1218|0.93|88|0.87|39|0.89|1537.0
1972|Servers|ServerWatch|2010-05-07|Looking for the Data Center Management Job Big Bucks?|No Author|Amy Newman|Trends|Repurp|0.0|78|0.71|26|0.73|4|0.67|116.0
2010|Servers|ServerWatch|2010-05-06|IBM System x Server Buyer's Guide|Drew Robb|Amy Newman|Buyer Guide|Freelance|350.0|817|0.87|266|0.9|296|0.83|2447.0
2019|Servers|ServerWatch|2010-05-06|Much More Than a Mail Server, Gordano Messaging Suite|Juliet Kemp|Amy Newman|Product Review|Freelance|250.0|131|0.89|19|0.5|20|1.0|245.0
2067|Servers|ServerWatch|2010-05-05|Cloud.com Builds Cloud Computing Bridge|Amy Newman|Amy Newman|Opinion|Editor-Written|0.0|534|0.89|52|0.89|26|0.86|658.0
